,name_game_2weeks,playtime_2weeks_game_count,playtime_2weeks_game_max,playtime_2weeks_game_median,playtime_2weeks_game_mean,playtime_2weeks_game_min,appid_game_2weeks,playtime_2weeks_game,playtime_forever_game_2weeks,steam_appid_2weeks_game_,price_overview_2weeks_game_,genres_2weeks_game_,developers_2weeks_game_,publishers_2weeks_game_,categories_2weeks_game_,release_date_2weeks_game_,metacritic_2weeks_game_
1054,MegalootDemo,1,13,13.0,13.0,13,2461710,13,13,2461710,0,[],['axilirate'],['axilirate'],['Gamedemo'],"13Oct,2023",No score
1055,FarCry2,1,128,128.0,128.0,128,19900,128,3332,19900,9,['Action'],['UbisoftMontreal'],['Ubisoft'],"['Single-player', 'Multi-player', 'FamilySharing']","Oct22,2008",85
1056,MafiaIII:DefinitiveEdition,1,24,24.0,24.0,24,360430,24,24,360430,29,"['Action', 'Adventure']","['Hangar13', 'Aspyr(Mac)']","['2K', 'Aspyr(Mac)']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","May19,2020",62
1057,MafiaII:DefinitiveEdition,1,215,215.0,215.0,215,1030830,215,3115,1030830,29,"['Action', 'Adventure']","['Hangar13', 'D3T']",['2K'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'FamilySharing']","May19,2020",No score
1058,MafiaII(Classic),1,72,72.0,72.0,72,50130,72,72,50130,0,['Action'],['2KCzech'],['2K'],"['Single-player', 'SteamAchievements', 'PartialControllerSupport', 'FamilySharing']","Mar22,2011",77
1059,Mafia:DefinitiveEdition,1,303,303.0,303.0,303,1030840,303,547,1030840,39,"['Action', 'Adventure']",['Hangar13'],['2K'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'RemotePlayonTablet', 'FamilySharing']","Sep24,2020",No score
1060,Fuga:MelodiesofSteel2,1,205,205.0,205.0,205,2001340,205,572,2001340,42,"['RPG', 'Simulation', 'Strategy']",['CyberConnect2'],['CyberConnect2'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","10May,2023",86
1061,LittleNightmares,1,12,12.0,12.0,12,424840,12,247,424840,19,['Adventure'],['TarsierStudios'],['BANDAINAMCOEntertainment'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","Apr27,2017",81
1062,Frostrain,1,139,139.0,139.0,139,2735630,139,139,2735630,0,"['Indie', 'Simulation', 'Strategy']",['STEWDIO'],['JungleGameLab'],['Single-player'],"10Jan,2024",No score
1063,LoopHero,1,25,25.0,25.0,25,1282730,25,25,1282730,13,"['Indie', 'RPG', 'Strategy']",['FourQuarters'],['DevolverDigital'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","4Mar,2021",82
1064,LosslessScaling,1,46,46.0,46.0,46,993090,46,46,993090,6,['Utilities'],['THS'],['THS'],[],"Dec28,2018",No score
1065,FromGloryToGoo,1,386,386.0,386.0,386,2607060,386,386,2607060,6,"['Strategy', 'EarlyAccess']",['StratagemBlue'],['StratagemBlue'],"['Single-player', 'SteamAchievements', 'SteamCloud', 'FamilySharing']","2Apr,2024",No score
1066,LoversinaDangerousSpacetime,1,40,40.0,40.0,40,252110,40,56,252110,11,"['Action', 'Indie', 'Simulation']",['AsteroidBase'],['AsteroidBase'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","9Sep,2015",80
1067,FriendsvsFriends,1,22,22.0,22.0,22,1785150,22,3356,1785150,3,"['Action', 'Indie']",['BrainwashGang'],['RawFury'],"['Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamLeaderboards', 'FamilySharing']","30May,2023",No score
1068,ForzaMotorsport,1,228,228.0,228.0,228,2440510,228,7071,2440510,64,['Racing'],['Turn10'],['XboxGameStudios'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'FamilySharing']","9Oct,2023",No score
1069,Forts,1,2790,2790.0,2790.0,2790,410900,2790,12631,410900,8,"['Action', 'Indie', 'Strategy']",['EarthWorkGames'],['EarthWorkGames'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamAchievements', 'SteamTradingCards', 'Captionsavailable', 'SteamWorkshop', 'SteamCloud', 'SteamLeaderboards', 'Includesleveleditor', 'FamilySharing']","Apr19,2017",74
1070,FortressCraftEvolved,1,871,871.0,871.0,871,254200,871,893,254200,9,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",['ProjectorGames'],['DigitalTribe'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'VRSupport', 'SteamWorkshop', 'PartialControllerSupport', 'Stats', 'SteamLeaderboards', 'Includesleveleditor', 'FamilySharing']","9Nov,2015",No score
1071,ForeverSkies,1,343,343.0,343.0,343,1641960,343,1033,1641960,19,"['Action', 'Adventure', 'Indie', 'Simulation', 'EarlyAccess']",['FarFromHome'],['FarFromHome'],"['Single-player', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","22Jun,2023",No score
1072,METALGEARSOLIDV:THEPHANTOMPAIN,1,188,188.0,188.0,188,287700,188,1063,287700,19,"['Action', 'Adventure']",['KONAMI'],['KONAMI'],"['Single-player', 'Multi-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'Captionsavailable', 'In-AppPurchases', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","Sep1,2015",91
1073,MINDNIGHT,1,112,112.0,112.0,112,667870,112,112,667870,0,"['FreetoPlay', 'Indie', 'RPG', 'Strategy']",['NoMoon'],['NoMoon'],"['Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'In-AppPurchases', 'Stats']","Aug4,2017",No score
1074,ForTheKing,1,306,306.0,306.0,306,527230,306,538,527230,19,"['Adventure', 'Indie', 'RPG', 'Strategy']",['IronOakGames'],['CurveGames'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Apr19,2018",79
1075,FootballManager2022,1,199,199.0,199.0,199,1569040,199,17060,1569040,0,"['Simulation', 'Sports']",['SportsInteractive'],['SEGA'],"['Single-player', 'Multi-player', 'SteamAchievements', 'SteamCloud', 'FamilySharing']","Nov9,2021",85
1076,Flinthook,1,148,148.0,148.0,148,401710,148,212,401710,11,"['Action', 'Adventure', 'Indie']",['TributeGamesInc.'],['TributeGamesInc.'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayonTV', 'FamilySharing']","18Apr,2017",80
1077,FlatOut:UltimateCarnageCollector'sEdition,1,80,80.0,80.0,80,12360,80,491,12360,7,['Racing'],"['BugbearEntertainment', 'ZOOMPlatformMedia', 'JordanFreemanGroup']",['StrategyFirst'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Aug26,2008",79
1078,MXvs.ATVReflex,1,1,1.0,1.0,1,55140,1,475,55140,19,['Racing'],"['RainbowStudios', 'THQNordic']",['THQNordic'],"['Single-player', 'Multi-player', 'SteamAchievements', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Nov26,2010",No score
1079,MYHEROULTRARUMBLE,1,2446,2446.0,2446.0,2446,1607250,2446,13160,1607250,0,"['Action', 'Casual', 'FreetoPlay']",['BykingInc.'],['BandaiNamcoEntertainment'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'In-AppPurchases', 'PartialControllerSupport']","28Sep,2023",No score
1080,FlatOut2,1,4,4.0,4.0,4,2990,4,1869,2990,7,['Racing'],['BugbearEntertainment'],['StrategyFirst'],"['Single-player', 'FamilySharing']","Dec21,2006",76
1081,MadAdventures,1,166,166.0,166.0,166,1840660,166,166,1840660,0,"['Action', 'Casual', 'FreetoPlay', 'Indie', 'MassivelyMultiplayer']",['Nel'],['Nel'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Fullcontrollersupport']","22Nov,2022",No score
1082,FlatOut,1,7,7.0,7.0,7,6220,7,714,6220,5,['Racing'],['BugbearEntertainment'],['StrategyFirst'],"['Single-player', 'Multi-player', 'FamilySharing']","2Feb,2007",72
1083,FantasyStrike,1,2,2.0,2.0,2,390560,2,2305,390560,0,"['Action', 'Casual', 'FreetoPlay', 'Indie']",['SirlinGames'],['SirlinGames'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'Cross-PlatformMultiplayer', 'Fullcontrollersupport', 'SteamTradingCards', 'Captionsavailable', 'In-AppPurchases', 'Stats', 'RemotePlayonTV', 'RemotePlayTogether']","Jul25,2019",No score
1084,Metal:Hellsinger,1,325,325.0,325.0,325,1061910,325,325,1061910,29,"['Action', 'Adventure']",['TheOutsiders'],['Funcom'],"['Single-player', 'SteamAchievements', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Sep15,2022",No score
1085,STARWARS™RepublicCommando,1,227,227.0,227.0,227,6000,227,227,6000,7,['Action'],['LucasArts'],"['LucasArts', 'Lucasfilm', 'Disney']","['Single-player', 'Multi-player', 'PvP', 'Shared/SplitScreenPvP', 'SteamCloud', 'RemotePlayTogether', 'FamilySharing']","8Jul,2009",78
1086,Mr.Mine,1,9658,9658.0,9658.0,9658,1397920,9658,35586,1397920,0,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'FreetoPlay']",['Playsaurus'],['Playsaurus'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases', 'SteamCloud']","Sep30,2020",No score
1087,FORTIFY,1,479,479.0,479.0,479,505040,479,37485,505040,2,['Indie'],['RTKEntertainment'],['RTKEntertainment'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamWorkshop', 'SteamCloud', 'FamilySharing']","Aug10,2016",No score
1088,FINALFANTASYX/X-2HDRemaster,1,344,344.0,344.0,344,359870,344,11317,359870,23,['RPG'],['SquareEnix'],['SquareEnix'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","12May,2016",No score
1089,MortalShell,1,683,683.0,683.0,683,1110910,683,683,1110910,29,"['Action', 'RPG']",['ColdSymmetry'],['Playstack'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Aug18,2021",No score
1090,MosaiqueNekoWaifus,1,17733,17733.0,17733.0,17733,1192640,17733,58825,1192640,2,"['Casual', 'RPG']",['LilHentaiGames'],['LilHentaiGames'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","27Jan,2020",No score
1091,MotoGP™24,1,1823,1823.0,1823.0,1823,2581700,1823,3643,2581700,51,"['Racing', 'Sports']",['MilestoneS.r.l.'],['MilestoneS.r.l.'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'HDRavailable', 'FamilySharing']","2May,2024",No score
1092,FINALFANTASYVI,1,1463,1463.0,1463.0,1463,1173820,1463,2306,1173820,16,['RPG'],['SquareEnix'],['SquareEnix'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","23Feb,2022",No score
1093,MountYourFriends,1,29,29.0,29.0,29,296470,29,4039,296470,3,"['Indie', 'Simulation', 'Sports']",['StegersaurusSoftwareInc.'],['StegersaurusSoftwareInc.'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Shared/SplitScreen', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamLeaderboards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayTogether', 'FamilySharing']","29Jul,2014",No score
1094,MovaviVideoEditor23,1,498,498.0,498.0,498,2171280,498,1955,2171280,51,"['Animation&Modeling', 'AudioProduction', 'Design&Illustration', 'Education', 'SoftwareTraining', 'VideoProduction', 'WebPublishing']",['Movavi'],['Movavi'],[],"11Nov,2022",No score
1095,MovaviVideoEditorPlus,1,107,107.0,107.0,107,870420,107,21859,870420,0,"['Animation&Modeling', 'AudioProduction', 'Utilities', 'VideoProduction']",['Movavi'],['Movavi'],[],"Jun19,2018",No score
1096,MovaviVideoEditorPlus2020,1,2,2.0,2.0,2,1182920,2,4468,1182920,0,"['Design&Illustration', 'Utilities', 'VideoProduction']",['MovaviSoftware'],['MovaviSoftware'],[],"Nov25,2019",No score
1097,MovaviVideoSuite2024SteamEdition,1,107,107.0,107.0,107,2576020,107,318,2576020,69,"['Animation&Modeling', 'AudioProduction', 'Design&Illustration', 'PhotoEditing', 'SoftwareTraining', 'Utilities', 'VideoProduction']",['Movavi'],['Movavi'],[],"18Dec,2023",No score
1098,FINALFANTASYV,1,492,492.0,492.0,492,1173810,492,638,1173810,20,['RPG'],['SquareEnix'],['SquareEnix'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","10Nov,2021",No score
1099,Metro2033,1,418,418.0,418.0,418,43110,418,954,43110,0,['Action'],['4AGames'],['DeepSilver'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","Mar16,2010",81
1100,MulletMadJackDemo,1,33,33.0,33.0,33,2695350,33,33,2695350,0,[],['HAMMER95'],"['HAMMER95', 'EpopeiaGames']","['Single-player', 'Gamedemo', 'SteamAchievements', 'Fullcontrollersupport', 'Captionsavailable']","Jan24,2024",89
1101,MunchkinDigital,1,4273,4273.0,4273.0,4273,1722860,4273,21273,1722860,14,"['Action', 'Adventure', 'Casual', 'RPG', 'Strategy']",['DireWolf'],['DireWolf'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'FamilySharing']","Mar9,2023",No score
1102,MuseDash,1,29,29.0,29.0,29,774171,29,12048,774171,2,"['Action', 'Casual', 'Indie']",['peropero'],['hasuhasu'],"['Single-player', 'PartialControllerSupport', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","Jun19,2019",No score
1103,Mushy,1,35,35.0,35.0,35,1772820,35,35,1772820,0,"['Action', 'Adventure', 'Casual', 'FreetoPlay', 'Indie']",['Barji'],['Barji'],"['Multi-player', 'PvP', 'OnlinePvP']","Feb15,2022",No score
1104,MyFurryDictator,1,273,273.0,273.0,273,1719460,273,273,1719460,0,"['Adventure', 'Casual', 'Indie']",['DirtyFoxGames'],['DirtyFoxGames'],"['Single-player', 'SteamTradingCards', 'FamilySharing']","8Oct,2021",No score
1105,MyLovelyEmpressDemo,1,66,66.0,66.0,66,2825260,66,66,2825260,0,[],['GameChangerStudio'],['NeonDoctrine'],"['Single-player', 'Gamedemo', 'PartialControllerSupport']","8May,2024",No score
1106,F12015,1,57,57.0,57.0,57,286570,57,1739,286570,0,"['Racing', 'Sports']","['Codemasters', 'FeralInteractive(Linux)']","['Codemasters', 'FeralInteractive(Linux)']","['Single-player', 'Multi-player', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayonTV', 'FamilySharing']","9Jul,2015",61
1107,MysteryBoxVR:EscapeTheRoom,1,248,248.0,248.0,248,2700460,248,248,2700460,7,"['Adventure', 'Indie', 'Strategy']",['XSGames'],['XSGames'],"['Single-player', 'SteamAchievements', 'VRSupported', 'FamilySharing']","5Dec,2023",No score
1108,MythofEmpires,1,14211,14211.0,14211.0,14211,1371580,14211,40305,1371580,29,"['Action', 'Adventure', 'Indie', 'MassivelyMultiplayer', 'RPG']",['AngelaGame'],['ImperiumInteractiveEntertainment'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamAchievements', 'SteamWorkshop', 'In-AppPurchases', 'HDRavailable']","Feb21,2024",No score
1109,F.E.A.R.:ExtractionPoint,1,13,13.0,13.0,13,21110,13,13,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1110,EvilWest,1,940,940.0,940.0,940,1065310,940,940,1065310,17,"['Action', 'Adventure', 'RPG']",['FlyingWildHog'],['FocusEntertainment'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Nov21,2022",No score
1111,Moonlighter,1,4,4.0,4.0,4,606150,4,316,606150,19,"['Action', 'Adventure', 'Indie']",['DigitalSun'],['11bitstudios'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'FamilySharing']","May29,2018",No score
1112,Monsters'Den:Godfall,1,286,286.0,286.0,286,469720,286,286,469720,14,"['Adventure', 'Indie', 'RPG', 'Strategy']",['Monstrum'],['Monstrum'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Jul6,2017",No score
1113,FPSMonitor,1,947,947.0,947.0,947,966610,947,12237,966610,11,"['Utilities', 'VideoProduction', 'WebPublishing', 'GameDevelopment']",['EduardKozadaev'],['EduardKozadaev'],[],"Nov9,2018",No score
1114,MonsterRancher1&2DX,1,528,528.0,528.0,528,1716120,528,1842,1716120,29,"['RPG', 'Simulation']","['KOEITECMOGAMESCO.,LTD.']","['KOEITECMOGAMESCO.,LTD.']","['Single-player', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Dec8,2021",No score
1115,Metro:LastLightRedux,1,2975,2975.0,2975.0,2975,287390,2975,6518,287390,19,['Action'],['4AGames'],['DeepSilver'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","Aug25,2014",76
1116,FamilyMan,1,504,504.0,504.0,504,904360,504,504,904360,13,"['Adventure', 'RPG']",['BrokenBearGames'],['NoMoreRobots'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'FamilySharing']","22May,2020",No score
1117,Fallout4VR,1,1159,1159.0,1159.0,1159,611660,1159,2159,611660,58,['RPG'],['BethesdaGameStudios'],['BethesdaSoftworks'],"['Single-player', 'TrackedControllerSupport', 'VROnly', 'VRSupport', 'SteamVRCollectibles', 'FamilySharing']","11Dec,2017",78
1118,Fallout2,1,217,217.0,217.0,217,38410,217,217,38410,9,['RPG'],['BlackIsleStudios'],['BethesdaSoftworks'],"['Single-player', 'SteamCloud', 'FamilySharing']","Aug19,2009",86
1119,1000Cuts:Jomaku,1,6,6.0,6.0,6,2842420,6,6,2842420,0,"['Action', 'Adventure', 'Indie', 'FreetoPlay']",['BanjoToadStudio'],['BanjoToadStudio'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport']","8Mar,2024",No score
1120,FairytaleFables,1,992,992.0,992.0,992,2639420,992,2179,2639420,0,"['Casual', 'Strategy', 'EarlyAccess']",['FairytaleSoftwareCaWaGmbH'],['FairytaleSoftwareCaWaGmbH'],"['Multi-player', 'PvP', 'OnlinePvP', 'In-AppPurchases']","Dec23,2023",No score
1121,MidnightGuns,1,82,82.0,82.0,82,1877600,82,82,1877600,0,"['Action', 'FreetoPlay']",['TastyspleenStudios'],['TastyspleenStudios'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'Includesleveleditor']",Comingsoon,No score
1122,Might&Magic:ClashofHeroes,1,821,821.0,821.0,821,61700,821,39780,61700,0,"['RPG', 'Strategy']",['CapybaraGames'],['Ubisoft'],"['Single-player', 'Multi-player', 'Co-op', 'PartialControllerSupport', 'SteamCloud', 'ValveAnti-Cheatenabled', 'SteamLeaderboards', 'FamilySharing']","Sep22,2011",76
1123,MindOverMagic,1,419,419.0,419.0,419,1270580,419,419,1270580,24,"['Simulation', 'EarlyAccess']",['Sparkypants'],['KleiPublishing'],"['Single-player', 'FamilySharing']","Dec14,2023",No score
1124,FabledLands,1,642,642.0,642.0,642,1299620,642,941,1299620,5,"['Adventure', 'Indie', 'RPG']",['PrimeGames'],['PrimeGames'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","26May,2022",No score
1125,MinecraftDungeons,1,215,215.0,215.0,215,1672970,215,215,1672970,10,"['Action', 'Adventure', 'RPG']","['MojangStudios', '\u202aDoubleEleven']",['XboxGameStudios'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'FamilySharing']","22Sep,2021",No score
1126,MiniMetro,1,40,40.0,40.0,40,287980,40,910,287980,7,"['Indie', 'Simulation', 'Strategy']",['DinosaurPoloClub'],['DinosaurPoloClub'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","6Nov,2015",77
1127,MiniMotorways,1,669,669.0,669.0,669,1127500,669,669,1127500,9,"['Casual', 'Indie', 'Simulation', 'Strategy']",['DinosaurPoloClub'],['DinosaurPoloClub'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'SteamLeaderboards', 'FamilySharing']","Jul20,2021",87
1128,MiniRoyalePlaytest,1,1,1.0,1.0,1,2023760,1,409,2023760,0,[],['Unknown'],[''],[],"Jul15,2022",No score
1129,FableIII,1,255,255.0,255.0,255,105400,255,1797,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1130,"FROMASHES,BLOOM",1,18,18.0,18.0,18,2335130,18,18,2335130,0,"['Action', 'Casual', 'Indie', 'Simulation', 'FreetoPlay']",['Screenshakes'],['Screenshakes'],"['Single-player', 'Fullcontrollersupport']","Mar11,2024",No score
1131,Mirror2:ProjectX,1,17733,17733.0,17733.0,17733,1832640,17733,539154,1832640,1,"['Adventure', 'Indie', 'RPG', 'EarlyAccess']",['KAGAMIⅡWORKs'],['NIJICO'],"['Single-player', 'SteamAchievements', 'SteamWorkshop', 'SteamCloud', 'FamilySharing']","20Jan,2022",No score
1132,Mitos.is:TheGame,1,94,94.0,94.0,94,389570,94,2341,389570,0,"['Casual', 'Simulation', 'FreetoPlay']",['FreakinwareStudios'],['FreakinwareStudios'],"['Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'Fullcontrollersupport', 'In-AppPurchases']","Jul29,2015",No score
1133,Mixcraft8HomeStudio,1,2,2.0,2.0,2,218760,2,30,218760,5,"['AudioProduction', 'Utilities', 'VideoProduction']","['Acoustica,Inc.']","['Acoustica,Inc.']",[],"10May,2017",No score
1134,MobFactory,1,378,378.0,378.0,378,2182630,378,378,2182630,10,"['Simulation', 'Strategy']",['LiterallyEveryoneGames'],"['LiterallyEveryoneGames', 'IndieArk']","['Single-player', 'FamilySharing']","9Nov,2023",No score
1135,FPV.SkyDive,1,16,16.0,16.0,16,1278060,16,25,1278060,0,"['Adventure', 'Casual', 'Racing', 'Simulation', 'Sports', 'FreetoPlay']",['ORQA'],['ORQA'],"['Single-player', 'Multi-player', 'Co-op', 'LANCo-op', 'SteamAchievements', 'PartialControllerSupport']","31May,2021",No score
1136,MonsterProm2:MonsterCamp,1,113,113.0,113.0,113,1140270,113,805,1140270,8,"['Indie', 'Simulation']",['BeautifulGlitch'],['BeautifulGlitch'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","23Oct,2020",No score
1137,MonsterProm3:MonsterRoadtrip,1,145,145.0,145.0,145,1665190,145,145,1665190,11,"['Casual', 'Indie', 'Simulation', 'Strategy']",['BeautifulGlitch'],['BeautifulGlitch'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'RemotePlayTogether', 'FamilySharing']","Oct21,2022",No score
1138,Furi,1,166,166.0,166.0,166,423230,166,5529,423230,19,"['Action', 'Indie']",['TheGameBakers'],['TheGameBakers'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamLeaderboards', 'RemotePlayonTV', 'FamilySharing']","Jul5,2016",76
1139,GLASS,1,17733,17733.0,17733.0,17733,1431570,17733,61448,1431570,0,"['Adventure', 'Casual', 'Indie']",['TeamSnowball'],['TSB'],"['Single-player', 'SteamAchievements', 'FamilySharing']","22Nov,2020",No score
1140,Liftoff,1,353,353.0,353.0,353,410340,353,767,410340,19,"['Indie', 'Racing', 'Simulation', 'Sports']",['LuGusStudios'],['LuGusStudios'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'PartialControllerSupport', 'Includesleveleditor', 'FamilySharing']","Sep13,2018",No score
1141,Infestation:TheNewZ,1,25,25.0,25.0,25,555570,25,12669,555570,0,"['Action', 'Indie', 'MassivelyMultiplayer', 'RPG', 'FreetoPlay']",['FredaikisAB'],['OPProductionsLLC'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases']","Nov22,2016",No score
