,name,playtime_forever_count,playtime_forever_mean,playtime_forever_median,playtime_forever_max,playtime_forever_min,playtime_forever_std,playtime_forever_cv,playtime_forever,price,genres,developers,publishers,categories,release_date
600,AmazingCultivationSimulator,1,45017.0,45017.0,45017,45017,,,45017,24,"['Indie', 'RPG', 'Simulation', 'Strategy']",['GSQGames'],['GameraGames'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'Stats', 'FamilySharing']","Nov24,2020"
601,America'sArmy3,1,43527.0,43527.0,43527,43527,,,43527,0,['Action'],['U.S.Army'],['U.S.Army'],"['Single-player', 'Multi-player', 'SteamAchievements', 'SteamCloud']","Jun17,2009"
602,America'sArmy:ProvingGrounds,2,72967.5,72967.5,145935,0,103191.62811245881,1.4142135623730951,145935,0,"['Action', 'FreetoPlay']",['U.S.Army'],['U.S.Army'],"['Single-player', 'Multi-player', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'PartialControllerSupport', 'SteamCloud', 'Stats', 'SteamLeaderboards', 'Includesleveleditor']",Aug2013
604,AmericanTruckSimulator,14,20112.64285714286,10190.0,80299,2096,23322.859405798365,1.1596118705759955,26376,4,"['Indie', 'Simulation']",['SCSSoftware'],['SCSSoftware'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'PartialControllerSupport', 'SteamCloud', 'Includesleveleditor', 'RemotePlayTogether', 'FamilySharing']","Feb2,2016"
618,Amnesia:AMachineforPigs,1,0.0,0.0,0,0,,,0,19,"['Action', 'Adventure', 'Indie']",['TheChineseRoom'],['FrictionalGames'],"['Single-player', 'Fullcontrollersupport', 'Captionsavailable', 'SteamCloud', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Sep10,2013"
619,Amnesia:TheDarkDescent,5,233.0,0.0,1155,0,515.4318577658933,2.212153895990958,0,19,"['Action', 'Adventure', 'Indie']",['FrictionalGames'],['FrictionalGames'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'Captionsavailable', 'Includesleveleditor', 'Commentaryavailable', 'RemotePlayonPhone', 'RemotePlayonTablet', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Sep8,2010"
624,AmongUs,143,4496.342657342658,1827.0,45971,0,7142.242702287482,1.5884560511917376,45971,4,['Casual'],['Innersloth'],['Innersloth'],"['Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'Cross-PlatformMultiplayer', 'Fullcontrollersupport', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","16Nov,2018"
767,Amorous,1,0.0,0.0,0,0,,,0,0,"['FreetoPlay', 'Indie', 'Simulation']",['TeamAmorous'],['SnaggletoothStudios'],"['Single-player', 'SteamAchievements']","Apr13,2018"
768,AnArcadeFullofCats,1,0.0,0.0,0,0,,,0,0,"['Casual', 'Indie', 'FreetoPlay']",['Devcats'],['Devcats'],"['Single-player', 'SteamAchievements', 'SteamCloud', 'SteamLeaderboards']","Nov16,2023"
769,AnarchyArcade,1,33602.0,33602.0,33602,33602,,,33602,0,Unknown,Unknown,Unknown,Unknown,Unknown
770,AngelswithScalyWings,1,0.0,0.0,0,0,,,0,9,"['Adventure', 'Indie', 'RPG', 'Simulation']",['RadicalPhi'],['RadicalPhi'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Jan31,2017"
771,AnimationThrowdown:TheQuestforCards,1,25.0,25.0,25,25,,,25,0,"['Adventure', 'FreetoPlay', 'RPG', 'Strategy']","['SynapseGames', 'Chinzilla']",['Kongregate'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'In-AppPurchases']","May5,2017"
772,Animaze,2,0.0,0.0,0,0,0.0,,0,0,"['Animation&Modeling', 'VideoProduction']",['HolotechStudiosInc.'],['HolotechStudiosInc.'],['In-AppPurchases'],"Nov17,2021"
774,Anno1404:Venice,1,60132.0,60132.0,60132,60132,,,60132,0,Unknown,Unknown,Unknown,Unknown,Unknown
775,Anno2070,1,39247.0,39247.0,39247,39247,,,39247,19,['Strategy'],"['BlueByte', 'RelatedDesigns']",['Ubisoft'],"['Single-player', 'Multi-player', 'SteamTradingCards']","Nov17,2011"
776,AnomalyWarzoneEarth,1,0.0,0.0,0,0,,,0,9,"['Action', 'Indie', 'Strategy']",['11bitstudios'],['11bitstudios'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'SteamLeaderboards', 'FamilySharing']","Apr8,2011"
777,AnomalyZone,1,0.0,0.0,0,0,,,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
778,AntimatterDimensions,4,61374.5,28979.0,171024,16516,73397.31248712949,1.1958926343535097,25287,0,"['Casual', 'FreetoPlay', 'Indie', 'Strategy']","['Hevipelle', 'Omsi', 'Razenpok', 'Spectralflame', 'WaitingIdly']","['Hevipelle', 'Makopaz']","['Single-player', 'SteamAchievements', 'In-AppPurchases']","Dec17,2022"
782,ApertureTag:ThePaintGunTestingInitiative,1,2165.0,2165.0,2165,2165,,,2165,0,Unknown,Unknown,Unknown,Unknown,Unknown
783,ApexLegends,380,26657.486842105263,15927.0,255822,0,33099.73823581557,1.2416676197523175,9239,0,"['Action', 'Adventure', 'FreetoPlay']",['Respawn'],['ElectronicArts'],"['Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'In-AppPurchases']","Nov4,2020"
1163,ArcheAge,3,24874.0,11681.0,57888,5053,28782.38598518198,1.1571273613082729,11681,0,"['MassivelyMultiplayer', 'RPG', 'FreetoPlay']",['XLGAMES'],['KakaoGamesEuropeB.V.'],"['Multi-player', 'MMO', 'SteamTradingCards', 'In-AppPurchases']","Mar26,2015"
1166,ArcheAge:Unchained,3,35759.666666666664,11320.0,86191,9768,43681.70912788708,1.2215356908962727,86191,0,"['MassivelyMultiplayer', 'RPG', 'FreetoPlay']",['XLGAMES'],['KakaoGamesEuropeB.V.'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'In-AppPurchases', 'FamilySharing']","Oct17,2019"
1169,Archeblade,1,914.0,914.0,914,914,,,914,0,"['Action', 'FreetoPlay', 'Indie']",['CodeBrushGames'],['CodebrushGames'],"['Multi-player', 'Co-op', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'Stats', 'SteamLeaderboards']","Apr25,2014"
1170,ArcticAdventure,1,0.0,0.0,0,0,,,0,0,"['Action', 'Adventure']",['3DRealms(ApogeeSoftware)'],['3DRealms(ApogeeSoftware)'],"['Single-player', 'PartialControllerSupport', 'FamilySharing']","May5,2014"
1171,Argo,8,0.0,0.0,0,0,0.0,,0,0,"['Action', 'FreetoPlay']",['BohemiaInteractive'],['BohemiaInteractive'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'PartialControllerSupport', 'Includesleveleditor', 'RemotePlayTogether', 'FamilySharing']","Jun22,2017"
1179,ArizonaSunshine,2,0.0,0.0,0,0,0.0,,0,29,"['Action', 'Adventure', 'Indie']","['VertigoGames', 'JaywalkersInteractive']",['VertigoGames'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'TrackedControllerSupport', 'VROnly', 'SteamTradingCards', 'VRSupport', 'SteamVRCollectibles', 'SteamCloud', 'SteamLeaderboards', 'FamilySharing']","Dec6,2016"
1181,Arma2,4,882.25,403.0,2723,0,1284.6406436561679,1.4560959406700684,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
1185,Arma2:DayZMod,2,417.5,417.5,835,0,590.4341622907672,1.414213562373095,0,0,"['Action', 'Simulation', 'Strategy']",['BohemiaInteractive'],['BohemiaInteractive'],"['Multi-player', 'Co-op', 'PartialControllerSupport', 'FamilySharing']","Feb21,2013"
1187,Arma2:OperationArrowhead,77,32052.896103896102,25125.0,145145,0,27159.497369382312,0.8473336475227589,145145,19,"['Action', 'Simulation', 'Strategy']",['BohemiaInteractive'],['BohemiaInteractive'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Captionsavailable', 'PartialControllerSupport', 'Includesleveleditor']","Jun29,2010"
1264,Arma2:OperationArrowheadBeta(Obsolete),3,28774.666666666668,16283.0,58576,11465,25920.896634440203,0.9008235242032414,58576,0,Unknown,Unknown,Unknown,Unknown,Unknown
1267,Arma3,235,57127.96595744681,34211.0,468687,0,57279.86262949252,1.0026588846548266,131837,29,"['Action', 'Simulation', 'Strategy']",['BohemiaInteractive'],['BohemiaInteractive'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamAchievements', 'SteamTradingCards', 'Captionsavailable', 'SteamWorkshop', 'SteamLeaderboards', 'Includesleveleditor']","Sep12,2013"
1502,ArmaReforger,2,13040.0,13040.0,18172,7908,7257.744002098724,0.5565754602836445,18172,29,"['Action', 'Simulation', 'Strategy']",['BohemiaInteractive'],['BohemiaInteractive'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'Captionsavailable', 'SteamCloud', 'FamilySharing']","16Nov,2023"
1504,ArmorOfHeroes,1,0.0,0.0,0,0,,,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
1505,ArtifactClassic,8,11449.625,9064.5,33706,0,11437.914157216654,0.9989771854725944,1876,0,['Strategy'],['Valve'],['Valve'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamCloud']","Nov28,2018"
1513,ArtifactFoundry,1,0.0,0.0,0,0,,,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
1514,ArtofWar:RedTides,2,1993.5,1993.5,3987,0,2819.234736590765,1.414213562373095,3987,0,"['Violent', 'FreetoPlay', 'Indie', 'Strategy', 'EarlyAccess']",['GameScience'],['GameScience'],"['Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamTradingCards', 'In-AppPurchases']","Dec22,2016"
1516,Aseprite,27,175908.03703703705,64385.0,1412312,3671,298519.16689365724,1.6970183507351895,182149,19,"['Animation&Modeling', 'Design&Illustration', 'GameDevelopment']",['DavidCapello'],['IgaraStudio'],[],"Feb22,2016"
1543,AshesCricket,1,0.0,0.0,0,0,,,0,24,"['Indie', 'Sports']",['BigAntStudios'],['BigAntStudios'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Shared/SplitScreenPvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'SteamLeaderboards', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","Dec15,2017"
1544,AshesoftheSingularity:Escalation,1,0.0,0.0,0,0,,,0,29,"['Simulation', 'Strategy']","['StardockEntertainment', 'OxideGames']",['StardockEntertainment'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'Stats', 'Includesleveleditor', 'FamilySharing']","Nov10,2016"
1545,Ashina:TheRedWitch:Prologue,1,0.0,0.0,0,0,,,0,0,"['Adventure', 'Casual', 'Indie']",['StrangaGames'],['GrabTheGames'],"['Single-player', 'Fullcontrollersupport']","Jul17,2020"
1546,Assassin'sCreed,1,0.0,0.0,0,0,,,0,19,"['Action', 'Adventure']",['UbisoftMontreal'],['Ubisoft'],"['Single-player', 'PartialControllerSupport', 'FamilySharing']","Apr9,2008"
1547,Assassin'sCreedBrotherhood,1,2483.0,2483.0,2483,2483,,,2483,19,"['Action', 'Adventure']",['UbisoftMontreal'],['Ubisoft'],"['Single-player', 'Multi-player', 'PartialControllerSupport']","Mar22,2011"
1548,Assassin'sCreedII,2,10064.0,10064.0,11402,8726,1892.2177464552012,0.188018456523768,11402,19,"['Action', 'Adventure']",['UbisoftMontreal'],['Ubisoft'],['Single-player'],"Mar9,2010"
1550,Assassin'sCreedIIIRemastered,1,0.0,0.0,0,0,,,0,7,"['Action', 'Adventure']",['UbisoftEntertainment'],['UbisoftEntertainment\t\t\t\t'],"['Single-player', 'PartialControllerSupport']","Mar29,2019"
1551,Assassin'sCreedIVBlackFlag,4,1560.25,1246.5,3748,0,1873.0574604106516,1.20048547374501,2493,11,"['Action', 'Adventure']",['UbisoftMontreal'],['Ubisoft'],"['Single-player', 'Multi-player', 'In-AppPurchases']",Unknown
1555,Assassin'sCreedOdyssey,19,8232.263157894737,8149.0,19777,0,4592.8732938725025,0.557911379383923,8193,8,"['Action', 'Adventure', 'RPG']","['UbisoftQuebec', 'UbisoftMontreal', 'UbisoftBucharest', 'UbisoftSingapore', 'UbisoftMontpellier', 'UbisoftKiev', 'UbisoftShanghai']",['Ubisoft'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'Captionsavailable', 'In-AppPurchases', 'PartialControllerSupport', 'RemotePlayonPhone', 'RemotePlayonTablet']","Oct5,2018"
1574,Assassin'sCreedOrigins,11,3936.2727272727275,3473.0,10078,0,3714.695413917784,0.9437088513151718,1939,8,"['Action', 'Adventure', 'RPG']",['UbisoftMontreal'],['Ubisoft'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'Captionsavailable', 'In-AppPurchases', 'PartialControllerSupport', 'RemotePlayonTablet']","Oct26,2017"
1585,Assassin'sCreedRevelations,2,8921.5,8921.5,16543,1300,10778.428665626543,1.2081408581097959,16543,19,"['Action', 'Adventure']",['UbisoftMontreal'],['Ubisoft'],"['Single-player', 'Multi-player']","Nov29,2011"
1587,Assassin'sCreedUnity,3,853.6666666666666,1078.0,1483,0,766.528755711965,0.8979251335946487,1078,29,"['Action', 'Adventure']",['Ubisoft'],['Ubisoft'],"['Single-player', 'Multi-player', 'Co-op', 'In-AppPurchases', 'PartialControllerSupport', 'FamilySharing']","Nov11,2014"
1590,Assassin'sCreedValhalla,1,4975.0,4975.0,4975,4975,,,4975,10,"['Action', 'Adventure', 'RPG']",['UbisoftMontreal'],['Ubisoft'],"['Single-player', 'Captionsavailable', 'In-AppPurchases', 'PartialControllerSupport']","6Dec,2022"
1591,Assassin'sCreed®III,1,1859.0,1859.0,1859,1859,,,1859,0,['Adventure'],['UbisoftMontreal'],['Ubisoft'],"['Single-player', 'Multi-player', 'PartialControllerSupport']","Nov20,2012"
1592,AssettoCorsa,58,21422.53448275862,10194.0,242238,0,35226.82028975735,1.6443815421610715,92131,19,"['Indie', 'Racing', 'Simulation', 'Sports']",['KunosSimulazioni'],['KunosSimulazioni'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'SteamAchievements', 'VRSupported', 'PartialControllerSupport', 'SteamLeaderboards', 'Includesleveleditor', 'FamilySharing']","Dec19,2014"
1650,AssettoCorsaCompetizione,11,17309.363636363636,8975.0,73968,0,21861.311110144914,1.262976015144688,15045,39,"['Racing', 'Simulation', 'Sports']",['KunosSimulazioni'],['505Games'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'VRSupported', 'PartialControllerSupport', 'FamilySharing']","May29,2019"
1661,Astellia,1,30134.0,30134.0,30134,30134,,,30134,0,"['MassivelyMultiplayer', 'RPG']",['Studio8'],['FriendsGamesCorp.'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'In-AppPurchases', 'FamilySharing']","Jan30,2020"
1662,AstralParty,1,867.0,867.0,867,867,,,867,0,"['Casual', 'Indie', 'RPG', 'Strategy']",['STARENGINEPROJECT'],['NeverlandEntertainment'],"['Multi-player', 'PvP', 'OnlinePvP', 'In-AppPurchases']","Feb28,2024"
1663,AuditionOnline,1,0.0,0.0,0,0,,,0,0,"['Casual', 'MassivelyMultiplayer', 'FreetoPlay']",['T3Entertainment'],['RedbanaCorporation'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'FamilySharing']","Jun3,2015"
1664,AuraKingdom,3,237.0,0.0,711,0,410.49604139382393,1.7320508075688774,711,0,"['Adventure', 'Casual', 'FreetoPlay', 'MassivelyMultiplayer', 'RPG']",['X-Legend'],['AeriaGames'],"['Multi-player', 'MMO', 'SteamTradingCards', 'In-AppPurchases', 'FamilySharing']",Jul2014
1667,AuraKingdom2,1,0.0,0.0,0,0,,,0,0,"['Action', 'Adventure', 'FreetoPlay', 'MassivelyMultiplayer', 'RPG']","['X-LegendEntertainmentCo.,Ltd.']","['X-LegendEntertainmentCo.,Ltd.']","['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'In-AppPurchases', 'FamilySharing']","Jun17,2020"
1668,AutoChess,1,2639.0,2639.0,2639,2639,,,2639,0,['Strategy'],['ChengdulongyuanNetworkTechnologyCo.Ltd'],['ChengdulongyuanNetworkTechnologyCo.Ltd'],"['Multi-player', 'MMO', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'In-AppPurchases']","Dec7,2022"
1669,AutobahnPoliceSimulator2,1,207.0,207.0,207,207,,,207,19,"['Action', 'Casual', 'Simulation']",['Z-Software'],['AerosoftGmbH'],"['Single-player', 'SteamAchievements', 'PartialControllerSupport', 'SteamCloud', 'FamilySharing']","Dec7,2017"
1670,Automation-TheCarCompanyTycoonGame,1,1417.0,1417.0,1417,1417,,,1417,29,"['Indie', 'Racing', 'Simulation', 'Strategy', 'EarlyAccess']",['CamshaftSoftwareLtd'],['CamshaftSoftwareLtd'],"['Single-player', 'SteamWorkshop', 'FamilySharing']","Mar12,2015"
1671,Automobilista2,1,5348.0,5348.0,5348,5348,,,5348,39,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports']",['ReizaStudios'],['ReizaStudios'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Fullcontrollersupport', 'VRSupported', 'FamilySharing']","Jun30,2020"
1672,Autonauts,1,0.0,0.0,0,0,,,0,19,"['Casual', 'Indie', 'Simulation']",['Denki'],['CurveGames'],"['Single-player', 'SteamAchievements', 'SteamWorkshop', 'SteamCloud', 'Includesleveleditor', 'FamilySharing']","Oct17,2019"
1673,Avorion,1,171174.0,171174.0,171174,171174,,,171174,24,"['Action', 'Indie', 'Simulation']",['Boxelware'],['Boxelware'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'LANPvP', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'SteamWorkshop', 'ValveAnti-Cheatenabled', 'Stats', 'FamilySharing']","Mar9,2020"
1674,Awesomenauts,15,39604.0,17816.0,231995,22,58433.36890119256,1.4754410893140228,84724,0,"['Action', 'Indie', 'Strategy', 'FreetoPlay']",['RonimoGames'],['Atari'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamWorkshop', 'SteamCloud', 'ValveAnti-Cheatenabled', 'SteamLeaderboards', 'Includesleveleditor', 'RemotePlayonTV', 'RemotePlayTogether']","Aug1,2012"
1689,BATTALION:Legacy,16,17376.75,6986.5,155832,0,37999.18049028602,2.1867829421661713,11352,0,"['Action', 'FreetoPlay']",['BULKHEAD'],['BULKHEAD'],"['Multi-player', 'PvP', 'OnlinePvP']","May23,2019"
1705,BATTLETECH,7,25436.85714285714,17769.0,68579,0,25100.36336674944,0.9867714091321147,68579,9,"['Action', 'Adventure', 'Strategy']",['HarebrainedSchemes'],['ParadoxInteractive'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'SteamCloud', 'RemotePlayTogether', 'FamilySharing']","Apr24,2018"
1712,BEEP,1,170.0,170.0,170,170,,,170,0,"['Adventure', 'Indie']",['BigFatAlien'],['BigFatAlien'],"['Single-player', 'SteamTradingCards']","May6,2011"
1713,BIT.TRIPRUNNER,1,75.0,75.0,75,75,,,75,9,"['Action', 'Indie']","['GaijinGames', 'ChoiceProvisions']","['GaijinGames', 'ChoiceProvisions']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'SteamLeaderboards', 'FamilySharing']","Feb28,2011"
1714,BLEACHBraveSouls-3DAction,3,21430.333333333332,22753.0,41538,0,20800.56360614619,0.9706131623156984,22753,0,"['Action', 'Casual', 'RPG', 'FreetoPlay']",['KLabInc.'],['KLabInc.'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'Cross-PlatformMultiplayer', 'In-AppPurchases', 'PartialControllerSupport']","Aug17,2020"
1717,BLOCKADE,3,263.0,0.0,789,0,455.5293623906147,1.7320508075688772,0,0,"['Action', 'Indie', 'MassivelyMultiplayer', 'FreetoPlay']",['Novalink'],['Novalink'],"['Multi-player', 'PvP', 'OnlinePvP', 'In-AppPurchases']","May21,2019"
1720,BLOCKADE3D,6,9328.833333333334,1467.5,45722,0,18037.63947324224,1.9335364700740256,0,0,"['Action', 'FreetoPlay', 'EarlyAccess']",['Novalink'],['Novalink'],"['Multi-player', 'PvP', 'OnlinePvP', 'SteamTradingCards', 'In-AppPurchases']","Dec19,2014"
1726,BLOCKPOSTLEGACY,3,2215.3333333333335,0.0,6646,0,3837.069889034253,1.7320508075688772,0,0,"['Action', 'Indie', 'FreetoPlay']",['SkullcapStudios'],['SkullcapStudios'],"['Multi-player', 'PvP', 'OnlinePvP', 'In-AppPurchases']","Apr25,2019"
1729,BPM:BULLETSPERMINUTE,1,7904.0,7904.0,7904,7904,,,7904,13,"['Action', 'Adventure', 'Indie']",['AweInteractive'],['AweInteractive'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","15Sep,2020"
1730,BREATHE,1,0.0,0.0,0,0,,,0,0,"['Adventure', 'FreetoPlay', 'Simulation']",['dotBunny'],['dotBunny'],"['Single-player', 'PartialControllerSupport']","Mar8,2018"
1731,BRINK,1,4807.0,4807.0,4807,4807,,,4807,0,"['Action', 'FreetoPlay']",['SplashDamage'],['BethesdaSoftworks'],"['Single-player', 'Multi-player', 'Co-op', 'SteamAchievements', 'SteamCloud', 'SteamLeaderboards']","May9,2011"
1732,Back4Blood,10,24980.5,11357.0,110279,0,35116.6726918204,1.4057634031272552,22293,59,['Action'],['TurtleRockStudios'],['WarnerBros.Games'],"['Single-player', 'Multi-player', 'PvP', 'OnlinePvP', 'Co-op', 'OnlineCo-op', 'Fullcontrollersupport', 'HDRavailable', 'FamilySharing']","Oct12,2021"
1742,BackpackBattles,1,1031.0,1031.0,1031,1031,,,1031,12,"['Strategy', 'EarlyAccess']",['PlayWithFurcifer'],"['PlayWithFurcifer', 'IndieArk']","['Multi-player', 'PvP', 'OnlinePvP', 'Fullcontrollersupport', 'SteamCloud', 'FamilySharing']","Mar8,2024"
1743,BackpackHero,1,79141.0,79141.0,79141,79141,,,79141,19,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",['Jaspel'],"['DifferentTales', 'IndieArk']","['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamWorkshop', 'SteamCloud', 'FamilySharing']","Nov14,2023"
1744,Backrooms:EscapeTogether,1,428.0,428.0,428,428,,,428,5,"['Action', 'Adventure', 'Casual', 'Indie', 'EarlyAccess']",['TriiodideStudios'],['TriiodideStudios'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'SteamAchievements', 'PartialControllerSupport', 'FamilySharing']","18Oct,2022"
1745,BacktoBed,1,0.0,0.0,0,0,,,0,1,"['Action', 'Casual', 'Indie']",['BedtimeDigitalGames'],['BedtimeDigitalGames'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'Captionsavailable', 'SteamCloud', 'RemotePlayonTV', 'FamilySharing']","Aug6,2014"
1746,BadRats,2,0.0,0.0,0,0,0.0,,0,1,['Indie'],['Invent4Entertainment'],['StrategyFirst'],"['Single-player', 'SteamAchievements', 'SteamTradingCards', 'FamilySharing']","Jul20,2009"
1748,Balatro,1,8378.0,8378.0,8378,8378,,,8378,14,"['Casual', 'Indie', 'Strategy']",['LocalThunk'],['Playstack'],"['Single-player', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamCloud', 'FamilySharing']","Feb20,2024"
1749,Baldur'sGate3,89,15422.865168539325,11173.0,74335,0,12296.538966302496,0.7972927748461334,41998,48,"['Adventure', 'RPG', 'Strategy']",['LarianStudios'],['LarianStudios'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'SteamAchievements', 'Fullcontrollersupport', 'SteamCloud', 'RemotePlayonTV', 'RemotePlayTogether', 'FamilySharing']","3Aug,2023"
1838,Baldur'sGate:EnhancedEdition,3,30011.0,15812.0,69030,5191,34206.18629721823,1.1397882875351781,15812,19,"['Adventure', 'RPG']",['Beamdog'],['Beamdog'],"['Single-player', 'Multi-player', 'Co-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'Captionsavailable', 'SteamCloud', 'FamilySharing']","Jan16,2013"
1841,Baldur'sGateII:EnhancedEdition,1,13319.0,13319.0,13319,13319,,,13319,19,"['Adventure', 'RPG']",['Beamdog'],['Beamdog'],"['Single-player', 'Multi-player', 'Co-op', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'SteamTradingCards', 'Captionsavailable', 'SteamCloud', 'FamilySharing']","Nov15,2013"
1842,Banished,3,23347.666666666668,23792.0,34144,12107,11025.217291887418,0.472219234979402,23792,19,"['Indie', 'Simulation', 'Strategy']",['ShiningRockSoftwareLLC'],['ShiningRockSoftwareLLC'],"['Single-player', 'SteamAchievements', 'RemotePlayonPhone', 'RemotePlayonTablet', 'FamilySharing']","Feb18,2014"
1845,BarnFinders:ThePilot,1,2.0,2.0,2,2,,,2,0,"['Adventure', 'Casual', 'Indie', 'Simulation']",['DualityGames'],['DualityGames'],['Single-player'],"28Apr,2020"
1846,Barony,1,0.0,0.0,0,0,,,0,19,"['Action', 'Adventure', 'Indie', 'RPG']",['TurningWheelLLC'],['TurningWheelLLC'],"['Single-player', 'Multi-player', 'Co-op', 'OnlineCo-op', 'LANCo-op', 'Shared/SplitScreenCo-op', 'Shared/SplitScreen', 'Cross-PlatformMultiplayer', 'SteamAchievements', 'Fullcontrollersupport', 'SteamTradingCards', 'SteamWorkshop', 'Includesleveleditor', 'RemotePlayTogether', 'FamilySharing']","Jun23,2015"
